name,kind,module_type,output_shape,clean_rms,noisy_rms,residual_rms,residual_to_signal,stochastic_rms,stochastic_to_signal,bias_rms,bias_to_signal,stochastic_fraction_of_mse,clean_abs_mean,clean_abs_p95_mean,clean_abs_p99_mean,residual_abs_p95_mean,clean_abs_gt_5_frac,clean_abs_gt_8_frac,clean_abs_gt_10_frac,clean_numel,noisy_numel,nonfinite_outputs
features.5.1.block.1.0,depthwise,NoisyConv2d,4x672x14x14,0.38985665102937467,0.41062329493608507,0.3862887454480387,0.9908481602868252,0.07832778794614058,0.20091433027838426,0.37826413059565145,0.9702646590660582,0.04111569288011341,0.20882625969088808,0.795189306139946,1.6118090748786926,0.8650471083819866,2.087888726919339e-05,0.0,0.0,2107392,8429568,0
features.5.1.block.2.fc1,pointwise,NoisyConv2d,4x28x1x1,1.9250205744845224,2.5792088001659064,2.083264916068584,1.0822039741712557,0.4041321785153999,0.20993655022290736,2.0436902634231635,1.0616459327820007,0.03763204885474335,1.6102972371237618,3.5196494460105896,4.420243978500366,4.326136514544487,0.004464285714285714,0.0,0.0,448,1792,0
features.5.1.block.2.fc2,pointwise,NoisyConv2d,4x672x1x1,1.45668591200939,1.5151170264174803,0.9137460737707512,0.6272773466383748,0.20447359952960986,0.14036903758309416,0.8905742161251177,0.6113701030420735,0.05007528582747393,1.1173129081726074,3.009176552295685,3.739279329776764,1.8665586411952972,0.00018601190476190475,0.0,0.0,10752,43008,0
features.5.1.block.3.0,pointwise,NoisyConv2d,4x112x14x14,0.3789846551223262,0.4203015341413475,0.5133943451095722,1.354657340793553,0.17170350279264193,0.45306188646930995,0.4838301982299407,1.2766485177975693,0.11185519221716214,0.29136820089712784,0.7540089786052704,1.0865638256072998,1.0227686539292336,0.0,0.0,0.0,351232,1404928,0
features.5.2.block.0.0,pointwise,NoisyConv2d,4x672x14x14,4.742814125408095,4.058896172949613,5.969757209530926,1.258695165292243,1.0159159146331604,0.21420108141930316,5.8826793211207375,1.2403352030192756,0.02896024222932366,3.707202789039723,9.406428098678589,13.058488607406616,11.813359439373016,0.27391249468537415,0.08942190157312925,0.03888977465986394,2107392,8429568,0
features.5.2.block.1.0,depthwise,NoisyConv2d,4x672x14x14,0.365678311901217,0.3857707261292778,0.39581474310104153,1.08241241063256,0.07613605627533625,0.2082050091499639,0.3884232379647005,1.0621992754922467,0.036999582327159136,0.2008433921228229,0.7960071712732315,1.5478415191173553,0.8567780889570713,1.28120444606414e-05,0.0,0.0,2107392,8429568,0
features.5.2.block.2.fc1,pointwise,NoisyConv2d,4x28x1x1,1.7096470733611535,2.3841556953178626,1.7453432112871545,1.0208792437235732,0.35071272909532825,0.2051375015112503,1.709743696241242,1.0000565162726238,0.0403776812696584,1.485353878566197,3.0961021184921265,3.6098649501800537,3.3602691888809204,0.0,0.0,0.0,448,1792,0
features.5.2.block.2.fc2,pointwise,NoisyConv2d,4x672x1x1,1.4321973312159566,1.644023532545641,0.738665061212821,0.5157564848872351,0.19349640600312784,0.13510457098732795,0.7128711058251789,0.49774642801487473,0.06861999639026684,1.1668109212602888,2.777319550514221,3.5198699831962585,1.4380275830626488,0.00018601190476190475,0.0,0.0,10752,43008,0
features.5.2.block.3.0,pointwise,NoisyConv2d,4x112x14x14,0.28852649662266044,0.2926870960335001,0.35591246750196176,1.2335521058484613,0.1153507169712245,0.39979245691976084,0.33670149482525236,1.1669690609580163,0.10503987434994388,0.22003477446886957,0.5687820315361023,0.8330594152212143,0.7023520842194557,0.0,0.0,0.0,351232,1404928,0
features.6.0.block.0.0,pointwise,NoisyConv2d,4x672x14x14,7.417772333533045,4.779110359532214,8.55334691319464,1.153088357070232,1.3457598187496609,0.18142371567080473,8.446814424840595,1.1387265670928757,0.024755000566732306,5.780046023710824,14.739609241485596,20.568044662475586,17.006744384765625,0.47574585079567544,0.26172586780247814,0.16642608494290573,2107392,8429568,0
features.6.0.block.1.0,depthwise,NoisyConv2d,4x672x7x7,0.7496451529171841,0.6125225412904065,0.5531737954773918,0.7379141895665705,0.07832056621798744,0.10447685269918604,0.5476012572211254,0.7304806215182996,0.020046032925489107,0.38751417925568665,0.9627537131309509,2.4064722061157227,1.0188229717314243,0.0017139668367346938,0.0014918913994169097,0.0013704142371234209,526848,2107392,0
features.6.0.block.2.fc1,pointwise,NoisyConv2d,4x28x1x1,2.7174264476707144,2.657024264289395,2.5343634683932272,0.9326336948569841,1.7755539726184184,0.6533954117287564,1.8084264652578772,0.665492332573711,0.49082870903273546,2.57279634475708,3.975750684738159,5.58468222618103,3.512704238295555,0.013392857142857142,0.0,0.0,448,1792,0
features.6.0.block.2.fc2,pointwise,NoisyConv2d,4x672x1x1,1.7557831788150964,1.7320275280011963,0.19980100979159515,0.11379594713194165,0.019790713606157,0.011271729815473523,0.19881843769806706,0.1132363267269944,0.009811322484583856,1.6426496051606678,2.6838290095329285,2.959435284137726,0.28081494150683284,0.0,0.0,0.0,10752,43008,0
features.6.0.block.3.0,pointwise,NoisyConv2d,4x192x7x7,3.2401816647912316,2.8746467470341655,2.062052221845112,0.6364001883758491,0.5957624305860334,0.18386698408294924,1.974114103064609,0.6092603154063596,0.08347316986396977,2.5901950135522958,6.336899638175964,8.100461959838867,4.034782141447067,0.1266608205782313,0.011107568027210885,0.0015080250850340135,150528,602112,0
features.6.1.block.0.0,pointwise,NoisyConv2d,4x1152x7x7,3.918617680252397,3.095811286364594,4.971852530539558,1.268777139345557,1.2532155493235404,0.3198106198619563,4.811316698406612,1.2278096744811087,0.06353529815854814,3.0178580424682893,7.83033549785614,11.23516035079956,9.86795461177826,0.1819583953373016,0.04618299142573696,0.018011045564058956,903168,3612672,0
features.6.1.block.1.0,depthwise,NoisyConv2d,4x1152x7x7,0.22618033211890085,0.21996668314056722,0.2565209952222503,1.1341436844623594,0.0658653544170651,0.2912072583854918,0.24792090689840615,1.0961205361042468,0.0659277468910911,0.1294377579980967,0.44926343858242035,0.9650898277759552,0.5394029654562473,0.0,0.0,0.0,903168,3612672,0
features.6.1.block.2.fc1,pointwise,NoisyConv2d,4x48x1x1,2.186486218186648,2.928026343834252,2.982452012704841,1.3640387887641587,0.888578469161603,0.40639564145002544,2.847006904141537,1.3020923161833093,0.08876558963776546,1.7069995800654094,4.175401985645294,5.611916899681091,5.746442556381226,0.024739583333333332,0.00390625,0.0013020833333333333,768,3072,0
features.6.1.block.2.fc2,pointwise,NoisyConv2d,4x1152x1x1,1.849197128707421,2.18761881551044,1.4686383910644099,0.7942032616560357,0.32602765618915047,0.17630768030504249,1.4319932580525885,0.7743864814745545,0.04928095669575268,1.4863332907358806,3.5502548813819885,4.56159782409668,2.9121061265468597,0.004557291666666667,0.0,0.0,18432,73728,0
features.6.1.block.3.0,pointwise,NoisyConv2d,4x192x7x7,0.42576622997466107,0.533116026706089,0.6365270683114839,1.4950153945966216,0.2713577367698735,0.6373397363760461,0.5757878840235737,1.3523568650755626,0.18174005841290275,0.32554631654908056,0.8500437289476395,1.2372449040412903,1.2647361308336258,0.0,0.0,0.0,150528,602112,0
features.6.2.block.0.0,pointwise,NoisyConv2d,4x1152x7x7,4.3394133563800725,3.4491197438606265,5.304303278032885,1.2223549227533652,1.39707748538345,0.3219507732143979,5.117011604949227,1.1791943252941972,0.06937201241420272,3.340308156954188,8.685333251953125,12.471772193908691,10.481978476047516,0.22293526785714285,0.06675280789399093,0.028824094742063492,903168,3612672,0
features.6.2.block.1.0,depthwise,NoisyConv2d,4x1152x7x7,0.22043043498866205,0.18088338212849703,0.2294938559707782,1.0411169219104537,0.05439065887900105,0.246747500551812,0.22295534565254188,1.011454455751583,0.05617027026603018,0.12486315746696627,0.3870697021484375,0.9299430847167969,0.44924261048436165,8.857709750566894e-06,0.0,0.0,903168,3612672,0
